reading_id,timestamp,node_id,node_name,temperature_c,humidity_pct,congestion_index,throughput_ratio,vibration_level,wind_speed_kmh,visibility_km,alert_level
SENS-0012664,2026-04-02 00:07:00,IN-PUN,Pune DC (Chakan),20.4,86.4,0.134,0.876,0.196,12.0,6.0,0
SENS-0012665,2026-04-02 19:46:00,ZA-DUR,Durban,28.5,43.3,0.129,0.539,0.443,20.2,4.3,0
SENS-0012666,2026-04-02 12:45:00,US-NYC,New York/New Jersey,29.8,54.8,0.199,0.843,0.985,16.6,5.0,0
SENS-0012667,2026-04-09 08:08:00,IN-PAR,Paradip Port,25.7,58.5,0.185,0.622,0.347,14.5,0.5,0
SENS-0012668,2026-04-07 10:27:00,IN-DEL,Delhi ICD (Tughlakabad),20.9,57.8,0.414,0.362,0.512,8.3,8.2,0
SENS-0012669,2026-04-10 22:34:00,IN-HAZ,Hazira Port,33.5,67.4,0.32,0.91,0.303,23.5,8.7,0
SENS-0012670,2026-04-08 10:09:00,NL-RTM,Rotterdam,24.2,85.4,0.441,0.737,0.566,22.6,6.8,0
SENS-0012671,2026-04-10 04:21:00,LK-CMB,Colombo,22.2,55.3,0.158,0.737,0.347,26.1,13.2,0
SENS-0012672,2026-04-05 08:30:00,IN-COK,Kochi Warehouse,29.6,67.9,0.394,0.647,0.795,17.7,5.8,0
SENS-0012673,2026-04-10 18:34:00,LK-CMB,Colombo,40.9,93.6,0.124,0.687,0.458,14.3,9.1,0
SENS-0012674,2026-04-06 04:21:00,DE-HAM,Hamburg,27.6,53.1,0.187,0.802,0.134,41.3,7.1,0
SENS-0012675,2026-04-01 04:50:00,LK-CMB,Colombo,27.1,52.7,0.621,0.859,0.268,15.1,5.4,2
SENS-0012676,2026-04-07 03:59:00,IN-MUM,Mumbai Warehouse (Bhiwandi),35.2,64.3,0.379,0.484,0.069,1.2,4.8,0
SENS-0012677,2026-04-09 02:47:00,LK-CMB,Colombo,28.4,63.5,0.575,0.687,0.629,16.4,1.3,0
SENS-0012678,2026-04-03 21:18:00,IN-AMD,Ahmedabad DC,22.8,71.8,0.182,0.441,0.425,23.4,3.8,1
SENS-0012679,2026-04-06 04:35:00,IN-TUT,Tuticorin Port,20.7,71.0,0.121,0.705,0.507,15.0,6.2,2
SENS-0012680,2026-04-09 09:12:00,IN-MUN,Mundra Port,24.0,66.1,0.197,0.85,0.463,6.2,6.6,0
SENS-0012681,2026-04-04 10:19:00,CN-SZX,Shenzhen,23.5,73.9,0.409,0.363,0.466,27.7,7.2,1
SENS-0012682,2026-04-07 19:27:00,CN-SZX,Shenzhen,30.2,54.5,0.441,0.68,0.56,24.0,7.6,0
SENS-0012683,2026-04-02 15:35:00,US-NYC,New York/New Jersey,25.2,64.5,0.693,0.742,0.065,8.8,9.9,0
SENS-0012684,2026-04-01 09:04:00,IN-KND,Kandla Port,18.6,76.7,0.071,0.308,0.553,33.5,9.4,0
SENS-0012685,2026-04-06 00:31:00,IN-PAR,Paradip Port,25.6,70.4,0.195,0.532,0.778,16.7,8.3,2
SENS-0012686,2026-04-03 14:34:00,IN-GAU,Guwahati Warehouse,24.2,72.3,0.585,0.737,0.655,22.8,4.6,2
SENS-0012687,2026-04-09 01:01:00,IN-KND,Kandla Port,34.6,45.0,0.146,0.891,0.44,7.4,11.7,0
SENS-0012688,2026-04-10 03:52:00,IN-COK,Kochi Warehouse,37.8,43.2,0.02,0.978,0.565,22.3,10.1,0
SENS-0012689,2026-04-01 06:29:00,IN-COK,Kochi Warehouse,29.2,47.6,0.46,0.858,0.708,14.0,8.7,3
SENS-0012690,2026-04-10 17:32:00,CN-SZX,Shenzhen,25.3,79.2,0.193,0.741,0.43,0,8.8,0
SENS-0012691,2026-04-05 12:55:00,IN-TUT,Tuticorin Port,28.7,77.6,0.274,0.858,0.936,4.0,11.4,0
SENS-0012692,2026-04-08 02:24:00,IN-PAR,Paradip Port,31.2,75.8,0.403,0.639,0.181,22.1,11.9,0
SENS-0012693,2026-04-05 05:32:00,IN-GAU,Guwahati Warehouse,17.5,46.2,0.321,0.895,0.201,10.0,5.9,0
SENS-0012694,2026-04-01 07:34:00,IN-DEL,Delhi ICD (Tughlakabad),25.6,60.4,0.106,0.322,0.499,11.5,6.6,2
SENS-0012695,2026-04-06 00:22:00,IN-HYD,Hyderabad DC,20.4,46.5,0.227,0.433,0.812,5.5,9.6,0
SENS-0012696,2026-04-05 02:21:00,IN-PUN,Pune DC (Chakan),25.3,53.2,0.05,0.382,0.456,22.5,7.5,1
SENS-0012697,2026-04-04 16:12:00,NL-RTM,Rotterdam,32.5,55.4,0.538,0.447,0.458,15.2,11.3,0
SENS-0012698,2026-04-10 00:57:00,MY-PTG,Port Klang,35.1,81.5,0.094,0.727,0.436,20.4,9.2,0
SENS-0012699,2026-04-06 22:40:00,US-LAX,Los Angeles,22.5,58.3,0.372,0.702,0.543,22.7,5.7,0
SENS-0012700,2026-04-02 03:29:00,IN-BLR,Bangalore Hub (Whitefield),34.0,49.1,0.129,0.712,0.558,11.4,8.4,0
SENS-0012701,2026-04-10 07:48:00,IN-COK,Kochi Warehouse,26.7,56.6,0.192,0.946,0.58,11.4,8.2,0
SENS-0012702,2026-04-05 11:01:00,AE-DXB,Dubai (Jebel Ali),20.6,72.8,0.641,0.792,0.733,0,8.7,0
SENS-0012703,2026-04-01 15:29:00,IN-BLR,Bangalore Hub (Whitefield),34.2,49.1,0.346,0.346,0.647,8.1,10.5,1
SENS-0012704,2026-04-02 20:04:00,IN-JNPT,Nhava Sheva (JNPT),38.9,58.4,0.082,0.35,0.651,22.7,10.6,1
SENS-0012705,2026-04-06 01:59:00,LK-CMB,Colombo,18.4,73.2,0.255,0.478,0.599,13.7,8.8,0
SENS-0012706,2026-04-08 17:55:00,IN-KOL,Kolkata Port,31.6,54.6,0.105,0.81,0.571,18.7,5.6,2
SENS-0012707,2026-04-06 04:36:00,SG-SIN,Singapore,31.8,75.0,0.29,0.511,0.986,17.7,10.1,0
SENS-0012708,2026-04-05 15:14:00,CN-SZX,Shenzhen,22.2,76.0,0.164,0.922,0.559,28.1,5.0,0
SENS-0012709,2026-04-07 14:48:00,IN-JNPT,Nhava Sheva (JNPT),19.6,92.7,0.397,0.474,0.456,13.1,12.4,0
SENS-0012710,2026-04-04 06:10:00,MY-PTG,Port Klang,24.8,34.5,0.119,0.553,0.673,7.6,9.9,0
SENS-0012711,2026-04-03 02:42:00,LK-CMB,Colombo,33.1,78.2,0.244,0.885,0.815,26.3,9.0,0
SENS-0012712,2026-04-03 02:59:00,IN-AMD,Ahmedabad DC,33.9,64.2,0.073,0.82,0.509,11.4,9.1,0
SENS-0012713,2026-04-06 05:15:00,US-LAX,Los Angeles,28.5,66.7,0.375,0.434,0.022,3.0,6.6,0
SENS-0012714,2026-04-07 09:46:00,IN-BLR,Bangalore Hub (Whitefield),32.5,52.7,0.27,0.649,0.581,15.0,9.9,0
SENS-0012715,2026-04-07 13:03:00,IN-KOL,Kolkata Port,24.2,74.8,0.111,0.806,0.224,23.4,2.2,0
SENS-0012716,2026-04-01 22:24:00,IN-AMD,Ahmedabad DC,35.8,44.6,0.422,0.809,0.525,15.2,8.7,1
SENS-0012717,2026-04-03 15:29:00,IN-VIZ,Visakhapatnam Port,28.5,46.7,0.225,0.831,0.285,18.3,0.5,0
SENS-0012718,2026-04-03 17:40:00,CN-SZX,Shenzhen,27.8,73.6,0.177,0.542,0.272,7.5,6.1,0
SENS-0012719,2026-04-08 06:48:00,IN-TUT,Tuticorin Port,39.3,63.7,0.171,0.343,0.411,16.1,9.9,0
SENS-0012720,2026-04-05 00:37:00,SG-SIN,Singapore,30.2,44.6,0.469,0.849,0.282,26.5,4.9,1
SENS-0012721,2026-04-08 11:08:00,IN-HYD,Hyderabad DC,37.6,69.3,0.258,0.941,0.472,5.1,9.3,1
SENS-0012722,2026-04-04 20:19:00,ZA-DUR,Durban,31.8,80.5,0.249,0.539,0.49,18.0,9.6,1
SENS-0012723,2026-04-10 16:15:00,IN-KND,Kandla Port,19.6,87.7,0.069,0.352,0.217,15.3,4.6,0
SENS-0012724,2026-04-02 18:06:00,AE-DXB,Dubai (Jebel Ali),37.8,66.4,0.12,0.615,0.427,13.0,0.5,1
SENS-0012725,2026-04-02 08:02:00,CN-NGB,Ningbo,25.0,84.1,0.092,0.86,0.14,15.4,5.7,0
SENS-0012726,2026-04-06 05:22:00,IN-HAZ,Hazira Port,24.9,75.0,0.317,0.38,0.667,19.8,2.6,0
SENS-0012727,2026-04-06 21:49:00,MY-PTG,Port Klang,34.6,84.1,0.288,0.336,0.233,19.7,10.1,3
SENS-0012728,2026-04-08 01:45:00,TH-LCH,Laem Chabang,6.6,64.4,0.697,0.7,0.2,0,7.1,0
SENS-0012729,2026-04-08 19:30:00,JP-YOK,Yokohama,25.9,41.7,0.34,0.617,0.284,35.3,11.5,0
SENS-0012730,2026-04-10 02:10:00,IN-MUN,Mundra Port,19.0,79.9,0.127,0.965,0.245,9.6,3.9,0
SENS-0012731,2026-04-04 14:07:00,IN-VIZ,Visakhapatnam Port,22.0,45.9,0.368,0.639,0.509,5.8,6.1,0
SENS-0012732,2026-04-10 17:19:00,IN-HAZ,Hazira Port,33.1,71.7,0.416,0.964,0.768,7.3,10.1,0
SENS-0012733,2026-04-04 20:05:00,AE-DXB,Dubai (Jebel Ali),30.4,67.1,0.591,0.34,0.458,6.5,10.4,1
SENS-0012734,2026-04-04 07:09:00,CN-SZX,Shenzhen,24.8,70.3,0.299,0.791,-0.077,19.6,11.8,0
SENS-0012735,2026-04-02 06:33:00,IN-DEL,Delhi ICD (Tughlakabad),16.4,54.1,0.269,0.53,0.548,15.1,4.7,2
SENS-0012736,2026-04-10 23:01:00,IN-CHN,Chennai Port,26.4,42.8,0.179,0.431,0.525,14.6,8.0,1
SENS-0012737,2026-04-02 20:24:00,CN-SZX,Shenzhen,33.6,83.6,0.177,0.354,0.451,16.3,13.3,1
SENS-0012738,2026-04-05 17:10:00,CN-NGB,Ningbo,34.2,49.4,0.57,0.449,0.522,19.2,10.3,3
SENS-0012739,2026-04-03 01:38:00,IN-COK,Kochi Warehouse,29.1,51.3,0.142,0.343,0.415,10.7,6.8,2
SENS-0012740,2026-04-05 13:22:00,IN-PUN,Pune DC (Chakan),22.2,79.7,0.225,0.427,0.604,20.5,4.9,0
SENS-0012741,2026-04-02 01:55:00,IN-CHN,Chennai Port,29.3,57.0,0.371,0.523,0.771,9.3,11.1,0
SENS-0012742,2026-04-10 14:20:00,IN-VIZ,Visakhapatnam Port,33.6,77.1,0.516,0.64,0.428,9.2,4.7,0
SENS-0012743,2026-04-02 11:42:00,CN-SZX,Shenzhen,28.2,70.6,0.153,0.35,0.912,9.8,8.1,0
SENS-0012744,2026-04-05 23:52:00,MY-PTG,Port Klang,27.7,74.1,0.443,0.586,0.659,10.2,7.7,3
SENS-0012745,2026-04-04 21:22:00,IN-TUT,Tuticorin Port,41.3,72.6,0.166,0.411,0.492,7.8,10.1,0
SENS-0012746,2026-04-06 07:26:00,IN-TUT,Tuticorin Port,33.2,36.3,0.392,0.319,0.703,19.9,7.5,0
SENS-0012747,2026-04-01 19:16:00,TH-LCH,Laem Chabang,35.4,76.6,0.153,0.674,0.109,30.3,5.0,0
SENS-0012748,2026-04-07 11:05:00,IN-KND,Kandla Port,26.5,75.5,0.66,0.41,0.549,11.3,9.9,0
SENS-0012749,2026-04-06 17:11:00,IN-MUM,Mumbai Warehouse (Bhiwandi),24.2,69.3,0.12,0.826,0.162,28.3,9.2,0
SENS-0012750,2026-04-10 07:39:00,IN-JNPT,Nhava Sheva (JNPT),29.6,63.6,0.281,0.385,0.457,20.2,5.0,3
SENS-0012751,2026-04-09 01:03:00,IN-VIZ,Visakhapatnam Port,33.9,101.3,0.313,0.489,0.794,18.1,8.1,0
SENS-0012752,2026-04-09 06:06:00,IN-PAR,Paradip Port,21.2,66.9,0.247,0.376,0.166,11.2,10.2,0
SENS-0012753,2026-04-06 00:36:00,ZA-DUR,Durban,32.1,66.0,0.281,0.692,0.786,15.3,6.9,0
SENS-0012754,2026-04-02 08:32:00,IN-MUN,Mundra Port,31.9,53.9,0.11,0.553,0.483,14.1,5.8,0
SENS-0012755,2026-04-09 15:46:00,DE-HAM,Hamburg,40.0,67.1,0.358,0.401,0.447,10.7,7.2,0
SENS-0012756,2026-04-10 09:36:00,KR-BUS,Busan,25.0,64.3,0.297,0.445,0.519,19.6,4.3,0
SENS-0012757,2026-04-02 07:44:00,AE-DXB,Dubai (Jebel Ali),22.9,58.7,0.142,0.837,0.476,18.3,3.7,2
SENS-0012758,2026-04-10 07:40:00,IN-HAZ,Hazira Port,36.1,40.3,0.006,0.842,0.235,25.7,13.8,0
SENS-0012759,2026-04-07 22:01:00,KR-BUS,Busan,32.8,60.6,0.405,0.67,0.465,19.2,9.8,0
SENS-0012760,2026-04-05 15:48:00,MY-PTG,Port Klang,34.6,56.5,0.187,0.609,0.604,9.5,11.7,0
SENS-0012761,2026-04-05 16:52:00,CN-NGB,Ningbo,22.1,45.3,0.311,0.696,0.646,10.8,1.5,1
SENS-0012762,2026-04-07 12:45:00,IN-KOL,Kolkata Port,40.0,71.4,0.2,0.701,0.505,11.4,9.1,0
SENS-0012763,2026-04-05 01:39:00,KR-BUS,Busan,31.6,70.2,0.17,0.94,0.319,23.1,8.5,0
SENS-0012764,2026-04-02 13:47:00,CN-SZX,Shenzhen,38.0,70.2,0.439,0.668,0.343,11.8,7.4,0
SENS-0012765,2026-04-02 01:01:00,NL-RTM,Rotterdam,18.3,64.2,0.317,0.317,0.442,19.1,10.1,1
SENS-0012766,2026-04-10 02:38:00,IN-HAZ,Hazira Port,39.8,71.1,0.368,0.978,0.878,16.9,7.5,1
SENS-0012767,2026-04-02 04:40:00,DE-HAM,Hamburg,26.5,68.2,0.189,0.747,0.134,17.0,5.9,0
SENS-0012768,2026-04-06 19:08:00,IN-JNPT,Nhava Sheva (JNPT),31.3,78.5,0.232,0.806,-0.088,24.8,4.7,1
SENS-0012769,2026-04-04 16:18:00,KR-BUS,Busan,26.2,65.7,0.253,0.751,0.847,18.3,7.9,3
SENS-0012770,2026-04-09 01:25:00,CN-NGB,Ningbo,31.7,59.9,0.402,0.316,0.343,20.5,5.6,0
SENS-0012771,2026-04-01 09:06:00,IN-MUN,Mundra Port,27.2,64.1,0.284,0.812,0.504,15.4,10.7,0
SENS-0012772,2026-04-08 20:20:00,IN-PAR,Paradip Port,28.2,60.3,0.22,0.488,0.717,13.2,2.4,0
SENS-0012773,2026-04-10 03:28:00,IN-KND,Kandla Port,22.0,90.7,0.524,0.475,0.755,19.4,5.2,0
SENS-0012774,2026-04-02 07:43:00,IN-HYD,Hyderabad DC,30.1,45.4,0.166,0.538,0.516,3.4,5.2,0
SENS-0012775,2026-04-09 03:55:00,JP-YOK,Yokohama,17.2,78.5,0.113,0.738,0.55,20.7,2.6,0
SENS-0012776,2026-04-09 11:00:00,SG-SIN,Singapore,22.8,86.6,0.241,0.946,0.619,12.4,9.0,2
SENS-0012777,2026-04-02 09:09:00,IN-DEL,Delhi ICD (Tughlakabad),30.4,79.5,0.118,0.441,0.146,12.1,6.5,0
SENS-0012778,2026-04-04 19:54:00,IN-KOC,Kochi Port,21.1,67.8,0.062,0.533,0.412,13.2,4.2,0
SENS-0012779,2026-04-01 17:31:00,IN-JNPT,Nhava Sheva (JNPT),22.5,69.8,0.491,0.672,1.148,12.5,10.0,0
SENS-0012780,2026-04-04 11:49:00,IN-PUN,Pune DC (Chakan),36.4,71.9,0.201,0.777,0.742,16.3,5.2,0
SENS-0012781,2026-04-09 17:34:00,IN-PAR,Paradip Port,29.7,59.5,0.07,0.956,0.424,36.7,4.0,0
SENS-0012782,2026-04-10 19:38:00,SG-SIN,Singapore,27.4,67.1,0.022,0.552,0.472,5.6,2.7,0
SENS-0012783,2026-04-02 15:29:00,LK-CMB,Colombo,32.4,50.4,0.498,0.926,0.437,24.7,12.8,2
SENS-0012784,2026-04-08 14:59:00,DE-HAM,Hamburg,26.4,82.1,0.126,0.744,0.038,10.7,4.7,0
SENS-0012785,2026-04-02 19:41:00,IN-DEL,Delhi ICD (Tughlakabad),32.4,52.6,0.305,0.491,0.518,35.2,6.9,0
SENS-0012786,2026-04-08 23:08:00,ZA-DUR,Durban,31.3,39.6,0.415,0.65,0.372,19.8,8.9,0
SENS-0012787,2026-04-10 18:11:00,SG-SIN,Singapore,24.4,54.0,0.297,0.483,0.36,23.4,3.6,1
SENS-0012788,2026-04-03 08:51:00,IN-HAZ,Hazira Port,40.9,70.4,0.268,0.969,0.478,11.5,8.6,1
SENS-0012789,2026-04-03 18:23:00,SG-SIN,Singapore,34.1,64.7,0.094,0.573,0.089,17.3,7.0,0
SENS-0012790,2026-04-05 00:13:00,IN-KND,Kandla Port,30.6,75.0,0.118,0.973,0.645,12.4,13.8,0
SENS-0012791,2026-04-10 22:28:00,IN-HYD,Hyderabad DC,19.0,65.8,0.28,0.567,0.65,16.7,9.1,0
SENS-0012792,2026-04-05 12:08:00,IN-AMD,Ahmedabad DC,28.0,74.7,0.328,0.798,0.382,7.3,6.7,0
SENS-0012793,2026-04-10 20:21:00,IN-BLR,Bangalore Hub (Whitefield),30.1,61.1,0.112,0.417,0.556,25.7,4.0,3
SENS-0012794,2026-04-07 14:44:00,US-NYC,New York/New Jersey,16.5,81.8,0.108,0.481,0.386,12.4,4.3,1
SENS-0012795,2026-04-09 17:51:00,US-NYC,New York/New Jersey,29.8,54.9,0.512,0.677,0.851,18.9,4.6,0
SENS-0012796,2026-04-03 04:28:00,KR-BUS,Busan,36.5,58.9,0.196,0.559,0.753,8.0,7.0,2
SENS-0012797,2026-04-09 00:46:00,US-LAX,Los Angeles,30.0,68.0,0.033,0.496,-0.042,11.2,8.8,1
SENS-0012798,2026-04-04 00:35:00,IN-HAZ,Hazira Port,43.8,53.2,0.118,0.663,0.578,9.3,8.3,0
SENS-0012799,2026-04-09 09:08:00,IN-VIZ,Visakhapatnam Port,40.5,87.6,0.166,0.818,0.44,0.3,9.6,0
SENS-0012800,2026-04-03 00:36:00,SG-SIN,Singapore,31.8,95.3,0.392,0.376,0.512,17.4,1.2,3
SENS-0012801,2026-04-05 18:53:00,IN-KOL,Kolkata Port,23.7,60.3,0.142,0.893,0.437,35.0,9.1,0
SENS-0012802,2026-04-10 05:48:00,CN-SHA,Shanghai,28.2,81.6,0.531,0.839,0.231,18.9,11.1,0
SENS-0012803,2026-04-01 03:51:00,AE-DXB,Dubai (Jebel Ali),29.2,63.7,0.426,0.883,0.332,23.4,10.9,1
SENS-0012804,2026-04-02 21:19:00,IN-DEL,Delhi ICD (Tughlakabad),23.3,72.0,0.326,0.737,0.449,15.1,9.3,0
SENS-0012805,2026-04-07 00:26:00,IN-HYD,Hyderabad DC,28.6,92.5,0.124,0.624,0.52,8.1,9.9,0
SENS-0012806,2026-04-02 17:56:00,IN-CHN,Chennai Port,25.7,69.0,0.464,0.396,0.678,25.6,10.8,0
SENS-0012807,2026-04-07 05:12:00,IN-HYD,Hyderabad DC,28.4,65.7,0.257,0.651,0.488,13.4,9.3,0
SENS-0012808,2026-04-03 01:10:00,IN-MUN,Mundra Port,24.0,84.1,0.365,0.309,0.179,35.0,7.9,0
SENS-0012809,2026-04-03 10:01:00,SG-SIN,Singapore,29.7,55.4,0.101,0.373,0.734,7.4,7.1,1
SENS-0012810,2026-04-08 06:45:00,IN-PAR,Paradip Port,28.1,48.6,0.191,0.691,0.667,20.3,7.8,0
SENS-0012811,2026-04-02 04:47:00,IN-BLR,Bangalore Hub (Whitefield),33.8,86.2,0.143,0.948,0.562,16.8,7.3,1
SENS-0012812,2026-04-10 21:17:00,US-LAX,Los Angeles,29.4,64.8,0.408,0.459,0.455,10.0,8.7,0
SENS-0012813,2026-04-01 04:33:00,KR-BUS,Busan,28.5,59.6,0.087,0.357,0.682,7.3,7.4,1
SENS-0012814,2026-04-03 10:23:00,US-LAX,Los Angeles,22.2,53.7,0.111,0.444,0.402,9.1,9.2,2
SENS-0012815,2026-04-03 19:19:00,IN-KOL,Kolkata Port,16.3,43.2,0.52,0.664,0.479,23.9,7.8,0
SENS-0012816,2026-04-04 10:22:00,IN-CHN,Chennai Port,21.9,41.2,0.121,0.899,0.804,27.9,9.5,0
SENS-0012817,2026-04-07 07:46:00,CN-NGB,Ningbo,38.7,48.2,0.226,0.798,0.914,17.3,7.7,0
SENS-0012818,2026-04-04 04:10:00,MY-PTG,Port Klang,22.1,78.3,0.43,0.422,0.253,20.5,9.1,3
SENS-0012819,2026-04-04 05:17:00,IN-VIZ,Visakhapatnam Port,32.7,87.4,0.284,0.908,0.93,6.9,9.6,0
SENS-0012820,2026-04-05 06:49:00,IN-PAR,Paradip Port,30.4,68.6,0.425,0.943,0.102,20.9,7.1,3
SENS-0012821,2026-04-05 00:43:00,IN-HAZ,Hazira Port,22.9,62.7,0.41,0.789,0.694,26.0,3.6,2
SENS-0012822,2026-04-04 08:34:00,IN-HYD,Hyderabad DC,26.1,63.8,0.206,0.751,0.596,19.6,8.2,0
SENS-0012823,2026-04-07 16:09:00,TH-LCH,Laem Chabang,26.9,70.1,0.21,0.658,0.751,14.3,5.6,1
SENS-0012824,2026-04-01 14:28:00,CN-NGB,Ningbo,21.3,90.8,0.503,0.805,0.149,15.7,10.9,0
SENS-0012825,2026-04-01 03:41:00,AE-DXB,Dubai (Jebel Ali),20.0,76.4,0.321,0.771,0.406,13.8,6.7,1
SENS-0012826,2026-04-06 02:28:00,IN-TUT,Tuticorin Port,26.5,69.6,0.587,0.74,0.483,16.9,9.8,0
SENS-0012827,2026-04-06 10:47:00,SG-SIN,Singapore,12.8,54.3,0.09,0.698,0.412,11.3,13.9,0
SENS-0012828,2026-04-07 18:40:00,CN-SZX,Shenzhen,15.0,70.9,0.549,0.612,0.327,15.9,4.2,1
SENS-0012829,2026-04-09 20:16:00,CN-SZX,Shenzhen,23.2,76.0,0.326,0.943,0.609,5.8,4.8,2
SENS-0012830,2026-04-02 04:19:00,CN-SHA,Shanghai,32.2,73.0,0.265,0.421,0.679,13.0,8.0,2
SENS-0012831,2026-04-10 00:50:00,AE-DXB,Dubai (Jebel Ali),39.4,76.3,0.165,0.345,0.197,15.4,6.2,0
SENS-0012832,2026-04-08 09:42:00,AE-DXB,Dubai (Jebel Ali),30.6,57.4,0.291,0.824,0.206,25.7,13.8,1
SENS-0012833,2026-04-02 15:07:00,US-LAX,Los Angeles,23.4,56.3,0.175,0.979,0.477,23.1,5.0,0
SENS-0012834,2026-04-06 07:43:00,AE-DXB,Dubai (Jebel Ali),43.6,82.8,0.323,0.806,0.547,19.4,9.2,0
SENS-0012835,2026-04-10 16:39:00,CN-SZX,Shenzhen,37.2,60.0,0.299,0.954,0.648,18.6,3.0,0
SENS-0012836,2026-04-02 06:44:00,ZA-DUR,Durban,35.5,71.8,0.181,0.86,0.646,22.9,4.7,0
SENS-0012837,2026-04-08 18:17:00,MY-PTG,Port Klang,23.9,83.6,0.245,0.493,0.502,10.2,6.0,2
SENS-0012838,2026-04-01 16:40:00,SG-SIN,Singapore,35.3,84.0,0.052,0.353,0.448,15.0,7.1,2
SENS-0012839,2026-04-01 21:03:00,IN-AMD,Ahmedabad DC,26.5,70.3,0.417,0.687,0.551,8.0,10.0,0
SENS-0012840,2026-04-02 15:21:00,SG-SIN,Singapore,21.4,81.8,0.212,0.536,0.683,12.6,7.3,0
SENS-0012841,2026-04-04 13:43:00,JP-YOK,Yokohama,27.8,51.8,0.12,0.909,0.07,20.8,3.2,1
SENS-0012842,2026-04-07 15:49:00,DE-HAM,Hamburg,23.5,82.8,0.196,0.862,0.233,30.2,10.2,3
SENS-0012843,2026-04-06 15:58:00,CN-SZX,Shenzhen,30.6,60.7,0.178,0.821,0.131,26.6,13.4,0
SENS-0012844,2026-04-09 22:07:00,IN-KOC,Kochi Port,16.8,71.5,0.688,0.794,0.32,16.3,7.1,0
SENS-0012845,2026-04-04 04:52:00,NL-RTM,Rotterdam,29.8,66.0,0.073,0.517,0.476,31.9,9.1,0
SENS-0012846,2026-04-05 21:53:00,IN-MUN,Mundra Port,25.8,66.5,0.212,0.847,0.594,11.3,13.1,0
SENS-0012847,2026-04-05 17:01:00,IN-TUT,Tuticorin Port,31.3,73.6,0.475,0.853,0.612,19.7,8.4,0
SENS-0012848,2026-04-10 22:11:00,LK-CMB,Colombo,30.9,52.2,0.392,0.718,0.626,18.2,8.7,0
SENS-0012849,2026-04-05 18:02:00,CN-NGB,Ningbo,22.0,65.8,0.247,0.812,0.374,19.3,4.5,0
SENS-0012850,2026-04-05 07:58:00,IN-MUM,Mumbai Warehouse (Bhiwandi),30.0,68.5,0.089,0.41,0.607,11.0,7.2,0
SENS-0012851,2026-04-10 08:22:00,IN-MUM,Mumbai Warehouse (Bhiwandi),21.8,69.2,0.238,0.509,0.563,29.8,4.8,1
SENS-0012852,2026-04-01 08:23:00,IN-TUT,Tuticorin Port,20.0,81.9,0.223,0.951,0.877,15.4,11.0,0
SENS-0012853,2026-04-10 09:57:00,IN-COK,Kochi Warehouse,24.6,64.8,0.28,0.972,0.495,27.5,4.3,2
SENS-0012854,2026-04-02 02:17:00,IN-MUM,Mumbai Warehouse (Bhiwandi),28.2,70.9,0.248,0.456,0.84,30.1,3.8,0
SENS-0012855,2026-04-08 17:51:00,AE-DXB,Dubai (Jebel Ali),17.4,53.2,0.455,0.477,0.305,17.1,4.0,0
SENS-0012856,2026-04-06 11:37:00,LK-CMB,Colombo,22.1,54.5,0.392,0.884,0.33,13.8,6.8,0
SENS-0012857,2026-04-01 16:18:00,CN-SHA,Shanghai,28.0,66.9,0.361,0.753,0.526,15.1,3.9,0
SENS-0012858,2026-04-01 13:27:00,LK-CMB,Colombo,23.3,42.4,0.256,0.777,0.3,13.2,5.4,0
SENS-0012859,2026-04-08 05:51:00,IN-MUN,Mundra Port,19.8,45.7,0.424,0.519,0.65,16.3,9.3,0
SENS-0012860,2026-04-03 00:38:00,IN-CHN,Chennai Port,27.8,65.3,0.366,0.788,0.399,22.8,7.1,0
SENS-0012861,2026-04-06 11:23:00,JP-YOK,Yokohama,31.8,83.2,0.131,0.622,0.284,25.2,7.6,0
SENS-0012862,2026-04-01 04:29:00,IN-AMD,Ahmedabad DC,37.3,41.6,0.063,0.814,0.431,9.7,5.7,0
SENS-0012863,2026-04-02 00:43:00,IN-COK,Kochi Warehouse,26.9,56.7,0.199,0.952,0.726,29.8,4.1,1
SENS-0012864,2026-04-08 10:34:00,CN-SZX,Shenzhen,27.0,79.0,0.197,0.676,0.331,7.0,6.2,0
SENS-0012865,2026-04-05 17:18:00,IN-DEL,Delhi ICD (Tughlakabad),30.6,50.0,0.184,0.428,0.599,3.4,4.7,0
SENS-0012866,2026-04-06 01:09:00,AE-DXB,Dubai (Jebel Ali),28.5,53.1,0.207,0.965,0.745,15.2,4.3,2
SENS-0012867,2026-04-09 04:41:00,CN-NGB,Ningbo,29.2,72.6,0.308,0.321,0.825,24.4,11.2,0
SENS-0012868,2026-04-06 00:36:00,CN-SHA,Shanghai,38.4,91.4,0.139,0.595,0.28,23.3,10.5,0
SENS-0012869,2026-04-09 04:02:00,IN-CHN,Chennai Port,28.4,71.1,0.679,0.829,0.636,31.2,7.2,0
SENS-0012870,2026-04-08 00:34:00,IN-TUT,Tuticorin Port,34.8,82.3,0.291,0.909,0.422,3.6,3.6,1
SENS-0012871,2026-04-04 12:31:00,NL-RTM,Rotterdam,26.4,81.2,0.153,0.339,0.514,22.9,3.2,1
SENS-0012872,2026-04-07 23:46:00,IN-TUT,Tuticorin Port,33.0,63.6,0.086,0.497,0.227,16.6,12.8,0
