shipment_id,booking_date,eta,actual_arrival,transit_days_planned,transit_days_actual,delay_days,origin_id,origin_name,dest_id,dest_name,commodity,hs_code,teu,total_cost_usd,carrier,status,risk_score,disruption_flag,transport_mode,distance_kkm
SHP-007222,2025-01-12,2025-02-09,2025-02-10,28,29,1,IN-JNPT,Nhava Sheva (JNPT),TH-LCH,Laem Chabang,Agricultural Products,HS-10,5,8760,Hapag-Lloyd,delivered,0.223,0,rail,1.4
SHP-007223,2025-12-05,2026-01-03,2026-01-03,29,29,0,MY-PTG,Port Klang,IN-DEL,Delhi ICD (Tughlakabad),Agricultural Products,HS-10,1,1107,COSCO Shipping,disrupted,0.086,0,multimodal,2.2
SHP-007224,2025-04-28,2025-05-27,2025-05-28,29,30,1,IN-BLR,Bangalore Hub (Whitefield),US-LAX,Los Angeles,Textiles & Garments,HS-62,2,5970,CMA CGM,delayed,0.275,0,multimodal,2.0
SHP-007225,2025-09-09,2025-09-20,2025-09-21,11,12,1,DE-HAM,Hamburg,IN-DEL,Delhi ICD (Tughlakabad),Medical Devices,HS-90,1,1521,PIL (Pacific Int. Line),delayed,0.157,0,sea,3.2
SHP-007226,2025-10-31,2025-12-04,2025-12-05,34,35,1,IN-GAU,Guwahati Warehouse,LK-CMB,Colombo,Petroleum Products,HS-27,2,7214,ONE (Ocean Network Express),delivered,0.446,0,multimodal,1.6
SHP-007227,2026-03-02,2026-03-23,2026-03-28,21,26,5,IN-CHN,Chennai Port,ZA-DUR,Durban,Textiles & Garments,HS-62,20,63420,Hapag-Lloyd,delivered,0.307,0,road,1.5
SHP-007228,2025-10-17,2025-10-30,2025-11-01,13,15,2,DE-HAM,Hamburg,IN-AMD,Ahmedabad DC,Automobile Parts,HS-87,4,13752,COSCO Shipping,delivered,0.326,0,road,2.9
SHP-007229,2025-12-27,2026-01-18,2026-01-23,22,27,5,AE-DXB,Dubai (Jebel Ali),US-LAX,Los Angeles,Food Products,HS-21,1,1598,Hapag-Lloyd,delivered,0.285,0,multimodal,1.9
SHP-007230,2026-03-04,2026-03-29,2026-03-30,25,26,1,IN-KOC,Kochi Port,IN-HAZ,Hazira Port,Plastics,HS-39,2,2518,ZIM Integrated Shipping,delivered,0.209,0,road,1.6
SHP-007231,2025-04-21,2025-05-14,2025-05-15,23,24,1,IN-HYD,Hyderabad DC,IN-PAR,Paradip Port,Food Products,HS-21,3,5760,Evergreen Marine,delivered,0.431,0,multimodal,3.0
SHP-007232,2026-02-14,2026-03-05,2026-03-06,19,20,1,IN-MUN,Mundra Port,IN-COK,Kochi Warehouse,Automobile Parts,HS-87,2,7180,CMA CGM,delivered,0.304,0,road,0.8
SHP-007233,2025-03-22,2025-05-02,2025-05-04,41,43,2,IN-HAZ,Hazira Port,IN-MUN,Mundra Port,Medical Devices,HS-90,1,1078,ZIM Integrated Shipping,delivered,0.249,0,road,3.8
SHP-007234,2025-11-07,2025-11-22,2025-11-25,15,18,3,NL-RTM,Rotterdam,IN-AMD,Ahmedabad DC,Plastics,HS-39,1,2398,Yang Ming,delivered,0.455,0,sea,5.0
SHP-007235,2025-08-08,2025-09-02,2025-09-10,25,33,8,IN-TUT,Tuticorin Port,DE-HAM,Hamburg,Automobile Parts,HS-87,1,3330,PIL (Pacific Int. Line),delayed,0.312,1,sea,4.1
SHP-007236,2025-11-04,2025-12-05,2025-12-06,31,32,1,IN-HYD,Hyderabad DC,IN-TUT,Tuticorin Port,Chemical Products,HS-38,3,4104,Yang Ming,delivered,0.396,0,sea,4.0
SHP-007237,2025-06-15,2025-07-12,2025-07-17,27,32,5,IN-TUT,Tuticorin Port,IN-KOL,Kolkata Port,Petroleum Products,HS-27,2,5426,CMA CGM,delivered,0.138,0,road,2.9
SHP-007238,2025-04-22,2025-05-12,2025-05-13,20,21,1,IN-PAR,Paradip Port,IN-HYD,Hyderabad DC,Food Products,HS-21,2,2870,Evergreen Marine,delayed,0.135,0,road,2.7
SHP-007239,2025-05-06,2025-06-11,2025-06-12,36,37,1,TH-LCH,Laem Chabang,NL-RTM,Rotterdam,Textiles & Garments,HS-62,2,8322,Maersk Line,delivered,0.234,0,sea,3.9
SHP-007240,2025-10-30,2025-11-21,2025-11-21,22,22,0,IN-VIZ,Visakhapatnam Port,IN-JNPT,Nhava Sheva (JNPT),Chemical Products,HS-38,4,7760,CMA CGM,delivered,0.692,0,rail,3.5
SHP-007241,2025-01-12,2025-02-23,2025-02-24,42,43,1,IN-BLR,Bangalore Hub (Whitefield),IN-VIZ,Visakhapatnam Port,Pharmaceuticals,HS-30,1,3635,COSCO Shipping,delivered,0.2,0,road,2.4
SHP-007242,2026-04-08,2026-04-19,2026-04-19,11,11,0,IN-DEL,Delhi ICD (Tughlakabad),IN-COK,Kochi Warehouse,Automobile Parts,HS-87,8,35848,Yang Ming,delivered,0.503,0,sea,4.5
SHP-007243,2025-05-06,2025-05-18,2025-05-20,12,14,2,IN-JNPT,Nhava Sheva (JNPT),IN-PAR,Paradip Port,Automobile Parts,HS-87,4,5700,PIL (Pacific Int. Line),delivered,0.475,0,road,1.9
SHP-007244,2026-03-10,2026-04-19,2026-04-24,40,45,5,IN-KND,Kandla Port,DE-HAM,Hamburg,Electronics,HS-85,8,22440,PIL (Pacific Int. Line),delivered,0.407,0,rail,2.6
SHP-007245,2026-01-16,2026-02-01,2026-02-06,16,21,5,JP-YOK,Yokohama,IN-AMD,Ahmedabad DC,Medical Devices,HS-90,1,2109,Maersk Line,delivered,0.041,0,sea,4.9
SHP-007246,2025-11-07,2025-11-30,2025-12-01,23,24,1,IN-GAU,Guwahati Warehouse,IN-JNPT,Nhava Sheva (JNPT),Food Products,HS-21,2,6998,COSCO Shipping,delivered,0.38,0,sea,2.4
SHP-007247,2025-07-19,2025-08-07,2025-08-07,19,19,0,IN-DEL,Delhi ICD (Tughlakabad),ZA-DUR,Durban,Electronics,HS-85,2,5456,COSCO Shipping,delivered,0.385,0,road,4.8
SHP-007248,2025-12-03,2025-12-13,2025-12-18,10,15,5,IN-VIZ,Visakhapatnam Port,AE-DXB,Dubai (Jebel Ali),Plastics,HS-39,4,5732,Maersk Line,delivered,0.003,0,sea,2.7
SHP-007249,2025-04-04,2025-05-05,2025-05-07,31,33,2,IN-GAU,Guwahati Warehouse,LK-CMB,Colombo,Petroleum Products,HS-27,2,2760,Hapag-Lloyd,delayed,0.083,0,sea,3.7
SHP-007250,2026-04-17,2026-05-17,2026-05-20,30,33,3,KR-BUS,Busan,IN-BLR,Bangalore Hub (Whitefield),Electronics,HS-85,4,11808,Yang Ming,delivered,0.15,0,sea,2.1
SHP-007251,2025-01-12,2025-01-24,2025-02-05,12,24,12,IN-MUN,Mundra Port,IN-KND,Kandla Port,Machinery,HS-84,1,2197,Maersk Line,delivered,0.363,1,multimodal,4.1
SHP-007252,2025-09-10,2025-10-17,2025-10-18,37,38,1,IN-KOL,Kolkata Port,IN-BLR,Bangalore Hub (Whitefield),Automobile Parts,HS-87,2,7922,CMA CGM,delivered,0.239,0,multimodal,3.5
SHP-007253,2025-08-12,2025-08-26,2025-09-03,14,22,8,JP-YOK,Yokohama,US-LAX,Los Angeles,Automobile Parts,HS-87,3,5772,Hapag-Lloyd,delayed,0.044,1,rail,4.2
SHP-007254,2025-07-05,2025-08-19,2025-08-21,45,47,2,AE-DXB,Dubai (Jebel Ali),CN-NGB,Ningbo,Steel & Iron,HS-72,2,6132,PIL (Pacific Int. Line),delivered,0.507,0,road,3.9
SHP-007255,2025-04-11,2025-05-05,2025-05-05,24,24,0,IN-VIZ,Visakhapatnam Port,MY-PTG,Port Klang,Steel & Iron,HS-72,8,20992,ONE (Ocean Network Express),delivered,0.325,0,rail,1.3
SHP-007256,2025-10-16,2025-10-22,2025-10-23,6,7,1,JP-YOK,Yokohama,CN-SZX,Shenzhen,Pharmaceuticals,HS-30,4,13872,PIL (Pacific Int. Line),delayed,0.49,0,rail,2.0
SHP-007257,2025-06-16,2025-07-11,2025-07-13,25,27,2,IN-HAZ,Hazira Port,IN-MUM,Mumbai Warehouse (Bhiwandi),Electronics,HS-85,2,3816,Hapag-Lloyd,delivered,0.578,0,multimodal,2.8
SHP-007258,2025-10-28,2025-12-12,2025-12-12,45,45,0,DE-HAM,Hamburg,CN-SZX,Shenzhen,Chemical Products,HS-38,3,8721,PIL (Pacific Int. Line),delivered,0.289,0,rail,1.9
SHP-007259,2026-04-09,2026-05-16,2026-05-16,37,37,0,IN-CHN,Chennai Port,CN-SHA,Shanghai,Pharmaceuticals,HS-30,2,5918,Evergreen Marine,delivered,0.242,0,multimodal,3.1
SHP-007260,2025-10-25,2025-11-12,2025-11-12,18,18,0,DE-HAM,Hamburg,US-NYC,New York/New Jersey,Machinery,HS-84,10,42630,Maersk Line,delivered,0.264,0,rail,1.7
SHP-007261,2026-03-18,2026-04-25,2026-04-27,38,40,2,IN-KND,Kandla Port,IN-KOL,Kolkata Port,Chemical Products,HS-38,2,5436,PIL (Pacific Int. Line),delivered,0.181,0,rail,1.3
SHP-007262,2025-03-20,2025-04-19,2025-04-19,30,30,0,IN-JNPT,Nhava Sheva (JNPT),IN-COK,Kochi Warehouse,Steel & Iron,HS-72,1,1344,ZIM Integrated Shipping,delivered,0.082,0,multimodal,4.6
SHP-007263,2025-11-09,2025-11-30,2025-11-30,21,21,0,IN-PAR,Paradip Port,IN-KOC,Kochi Port,Chemical Products,HS-38,3,13371,PIL (Pacific Int. Line),delivered,0.402,0,multimodal,2.8
SHP-007264,2025-03-27,2025-04-05,2025-04-05,9,9,0,CN-SHA,Shanghai,IN-CHN,Chennai Port,Automobile Parts,HS-87,4,13504,COSCO Shipping,delivered,0.338,0,multimodal,4.5
SHP-007265,2026-04-02,2026-04-17,2026-04-25,15,23,8,IN-COK,Kochi Warehouse,CN-SHA,Shanghai,Agricultural Products,HS-10,5,5175,CMA CGM,delayed,0.128,1,multimodal,3.4
SHP-007266,2025-10-03,2025-10-15,2025-10-18,12,15,3,IN-COK,Kochi Warehouse,CN-SZX,Shenzhen,Food Products,HS-21,1,2496,Maersk Line,delivered,0.166,0,rail,4.8
SHP-007267,2025-09-26,2025-10-04,2025-10-12,8,16,8,KR-BUS,Busan,MY-PTG,Port Klang,Steel & Iron,HS-72,4,17668,Hapag-Lloyd,delayed,0.717,1,multimodal,1.6
SHP-007268,2026-01-05,2026-02-08,2026-02-10,34,36,2,ZA-DUR,Durban,US-LAX,Los Angeles,Medical Devices,HS-90,1,3551,COSCO Shipping,delivered,0.538,0,multimodal,4.3
SHP-007269,2025-08-24,2025-09-22,2025-09-22,29,29,0,AE-DXB,Dubai (Jebel Ali),IN-DEL,Delhi ICD (Tughlakabad),Chemical Products,HS-38,5,4260,COSCO Shipping,delivered,0.239,0,rail,1.4
SHP-007270,2025-12-22,2026-01-10,2026-01-12,19,21,2,CN-NGB,Ningbo,AE-DXB,Dubai (Jebel Ali),Agricultural Products,HS-10,3,9858,MSC,delivered,0.13,0,road,5.0
SHP-007271,2026-01-05,2026-01-14,2026-01-15,9,10,1,KR-BUS,Busan,IN-PUN,Pune DC (Chakan),Machinery,HS-84,2,2688,Evergreen Marine,delivered,0.458,0,rail,0.9
SHP-007272,2025-03-06,2025-03-21,2025-03-24,15,18,3,KR-BUS,Busan,IN-AMD,Ahmedabad DC,Chemical Products,HS-38,3,4020,CMA CGM,delivered,0.547,0,multimodal,4.1
SHP-007273,2026-02-04,2026-03-11,2026-03-23,35,47,12,US-NYC,New York/New Jersey,IN-KND,Kandla Port,Steel & Iron,HS-72,4,8256,CMA CGM,delivered,0.721,1,multimodal,0.9
SHP-007274,2025-11-22,2025-12-02,2025-12-05,10,13,3,CN-SHA,Shanghai,IN-TUT,Tuticorin Port,Petroleum Products,HS-27,5,7070,MSC,delivered,0.328,0,road,2.5
SHP-007275,2025-09-18,2025-09-22,2025-09-22,4,4,0,IN-MUM,Mumbai Warehouse (Bhiwandi),IN-KND,Kandla Port,Textiles & Garments,HS-62,1,3026,COSCO Shipping,delivered,0.372,0,multimodal,3.5
SHP-007276,2025-01-16,2025-01-24,2025-01-24,8,8,0,IN-KND,Kandla Port,IN-TUT,Tuticorin Port,Food Products,HS-21,3,8181,CMA CGM,delayed,0.438,0,sea,3.5
SHP-007277,2025-04-19,2025-06-03,2025-06-03,45,45,0,CN-SHA,Shanghai,US-NYC,New York/New Jersey,Food Products,HS-21,15,50385,CMA CGM,delivered,0.065,0,sea,2.8
SHP-007278,2025-07-09,2025-08-03,2025-08-08,25,30,5,CN-SHA,Shanghai,TH-LCH,Laem Chabang,Petroleum Products,HS-27,2,8102,Maersk Line,in_transit,0.353,0,rail,2.8
SHP-007279,2026-02-28,2026-03-24,2026-03-24,24,24,0,JP-YOK,Yokohama,DE-HAM,Hamburg,Chemical Products,HS-38,8,29032,Hapag-Lloyd,delivered,0.394,0,road,4.3
SHP-007280,2025-07-08,2025-08-16,2025-08-16,39,39,0,IN-PAR,Paradip Port,IN-CHN,Chennai Port,Pharmaceuticals,HS-30,2,7784,ONE (Ocean Network Express),delivered,0.089,0,rail,1.9
SHP-007281,2025-11-17,2025-12-26,2026-01-03,39,47,8,SG-SIN,Singapore,US-NYC,New York/New Jersey,Medical Devices,HS-90,5,17045,CMA CGM,delivered,0.161,1,rail,2.0
SHP-007282,2025-04-17,2025-05-31,2025-06-02,44,46,2,SG-SIN,Singapore,NL-RTM,Rotterdam,Textiles & Garments,HS-62,4,9212,MSC,delivered,0.338,0,sea,3.1
SHP-007283,2025-12-04,2026-01-07,2026-01-10,34,37,3,IN-BLR,Bangalore Hub (Whitefield),IN-DEL,Delhi ICD (Tughlakabad),Automobile Parts,HS-87,1,2884,COSCO Shipping,delivered,0.293,0,rail,1.4
SHP-007284,2025-03-12,2025-03-25,2025-03-27,13,15,2,IN-PAR,Paradip Port,ZA-DUR,Durban,Chemical Products,HS-38,1,4348,PIL (Pacific Int. Line),delivered,0.363,0,multimodal,1.2
SHP-007285,2026-01-07,2026-01-29,2026-02-03,22,27,5,IN-KND,Kandla Port,IN-PAR,Paradip Port,Pharmaceuticals,HS-30,4,8296,COSCO Shipping,delayed,0.51,0,road,0.8
SHP-007286,2025-09-30,2025-10-09,2025-10-09,9,9,0,US-NYC,New York/New Jersey,IN-AMD,Ahmedabad DC,Plastics,HS-39,10,10930,Evergreen Marine,delivered,0.344,0,rail,1.5
SHP-007287,2025-12-10,2026-01-20,2026-01-20,41,41,0,MY-PTG,Port Klang,IN-PUN,Pune DC (Chakan),Plastics,HS-39,1,1791,Maersk Line,delivered,0.593,0,sea,2.3
SHP-007288,2025-11-14,2025-12-18,2025-12-19,34,35,1,JP-YOK,Yokohama,SG-SIN,Singapore,Machinery,HS-84,3,5910,ZIM Integrated Shipping,delivered,0.02,0,sea,2.2
SHP-007289,2025-01-07,2025-01-22,2025-01-22,15,15,0,US-LAX,Los Angeles,IN-HYD,Hyderabad DC,Plastics,HS-39,2,7476,MSC,delivered,0.439,0,road,4.6
SHP-007290,2026-03-28,2026-05-01,2026-05-01,34,34,0,IN-TUT,Tuticorin Port,IN-DEL,Delhi ICD (Tughlakabad),Petroleum Products,HS-27,3,5493,ONE (Ocean Network Express),delivered,0.287,0,sea,1.7
SHP-007291,2025-08-26,2025-09-19,2025-09-19,24,24,0,AE-DXB,Dubai (Jebel Ali),IN-KOC,Kochi Port,Machinery,HS-84,1,1452,Yang Ming,delivered,0.355,0,road,2.5
SHP-007292,2026-03-03,2026-04-05,2026-04-13,33,41,8,IN-MUM,Mumbai Warehouse (Bhiwandi),IN-HYD,Hyderabad DC,Chemical Products,HS-38,3,13137,Evergreen Marine,delivered,0.389,1,multimodal,3.0
SHP-007293,2025-05-13,2025-05-24,2025-05-29,11,16,5,IN-JNPT,Nhava Sheva (JNPT),IN-COK,Kochi Warehouse,Petroleum Products,HS-27,8,20560,ONE (Ocean Network Express),delivered,0.66,0,multimodal,4.8
SHP-007294,2025-12-20,2025-12-26,2025-12-27,6,7,1,SG-SIN,Singapore,CN-NGB,Ningbo,Electronics,HS-85,4,13096,Evergreen Marine,delivered,0.308,0,rail,4.3
SHP-007295,2025-07-27,2025-08-25,2025-08-26,29,30,1,IN-KND,Kandla Port,IN-TUT,Tuticorin Port,Chemical Products,HS-38,5,20585,MSC,delivered,0.197,0,sea,2.1
SHP-007296,2025-07-27,2025-07-31,2025-07-31,4,4,0,IN-PUN,Pune DC (Chakan),IN-MUM,Mumbai Warehouse (Bhiwandi),Food Products,HS-21,10,22610,PIL (Pacific Int. Line),delivered,0.135,0,road,4.0
SHP-007297,2025-03-15,2025-04-02,2025-04-04,18,20,2,NL-RTM,Rotterdam,CN-SZX,Shenzhen,Medical Devices,HS-90,1,4306,ONE (Ocean Network Express),delivered,0.488,0,rail,4.7
SHP-007298,2026-01-01,2026-01-06,2026-01-07,5,6,1,IN-KOC,Kochi Port,CN-SHA,Shanghai,Textiles & Garments,HS-62,1,3594,Hapag-Lloyd,delivered,0.3,0,multimodal,2.5
SHP-007299,2025-04-20,2025-04-25,2025-04-25,5,5,0,IN-CHN,Chennai Port,JP-YOK,Yokohama,Medical Devices,HS-90,10,9070,COSCO Shipping,delivered,0.491,0,sea,2.3
SHP-007300,2025-05-20,2025-06-28,2025-06-29,39,40,1,IN-KND,Kandla Port,IN-BLR,Bangalore Hub (Whitefield),Petroleum Products,HS-27,1,3512,Evergreen Marine,delayed,0.146,0,multimodal,1.1
SHP-007301,2026-03-10,2026-03-14,2026-03-15,4,5,1,IN-CHN,Chennai Port,IN-HAZ,Hazira Port,Petroleum Products,HS-27,4,14740,Evergreen Marine,delivered,0.164,0,multimodal,1.0
SHP-007302,2025-04-01,2025-04-25,2025-04-26,24,25,1,NL-RTM,Rotterdam,IN-BLR,Bangalore Hub (Whitefield),Machinery,HS-84,4,12980,Maersk Line,delivered,0.16,0,multimodal,2.5
SHP-007303,2025-11-19,2025-12-29,2025-12-29,40,40,0,CN-SHA,Shanghai,IN-CHN,Chennai Port,Steel & Iron,HS-72,1,932,ZIM Integrated Shipping,delivered,0.046,0,sea,4.4
SHP-007304,2025-05-12,2025-06-11,2025-06-11,30,30,0,IN-AMD,Ahmedabad DC,KR-BUS,Busan,Steel & Iron,HS-72,2,5698,Maersk Line,delayed,0.436,0,sea,0.8
SHP-007305,2025-10-28,2025-11-01,2025-11-03,4,6,2,TH-LCH,Laem Chabang,NL-RTM,Rotterdam,Machinery,HS-84,5,17050,ZIM Integrated Shipping,delivered,0.262,0,road,2.4
SHP-007306,2025-01-12,2025-02-22,2025-02-22,41,41,0,KR-BUS,Busan,US-LAX,Los Angeles,Medical Devices,HS-90,1,4049,ONE (Ocean Network Express),delayed,0.32,0,multimodal,3.7
SHP-007307,2025-08-31,2025-09-25,2025-09-25,25,25,0,MY-PTG,Port Klang,CN-SHA,Shanghai,Agricultural Products,HS-10,10,33950,Hapag-Lloyd,delivered,0.278,0,multimodal,0.7
SHP-007308,2025-03-26,2025-05-03,2025-05-04,38,39,1,LK-CMB,Colombo,IN-COK,Kochi Warehouse,Chemical Products,HS-38,20,59140,MSC,delivered,0.438,0,multimodal,3.1
SHP-007309,2025-10-14,2025-11-02,2025-11-07,19,24,5,IN-KOC,Kochi Port,US-LAX,Los Angeles,Electronics,HS-85,2,4380,COSCO Shipping,delivered,0.383,0,sea,2.8
SHP-007310,2025-04-20,2025-04-30,2025-04-30,10,10,0,US-NYC,New York/New Jersey,IN-VIZ,Visakhapatnam Port,Petroleum Products,HS-27,2,7996,Hapag-Lloyd,delayed,0.416,0,sea,4.1
SHP-007311,2025-05-13,2025-06-09,2025-06-12,27,30,3,US-LAX,Los Angeles,ZA-DUR,Durban,Pharmaceuticals,HS-30,1,1618,PIL (Pacific Int. Line),delivered,0.408,0,road,0.9
SHP-007312,2025-02-28,2025-03-09,2025-03-09,9,9,0,IN-CHN,Chennai Port,IN-AMD,Ahmedabad DC,Chemical Products,HS-38,3,5670,CMA CGM,delayed,0.422,0,sea,5.0
SHP-007313,2025-05-03,2025-05-22,2025-05-23,19,20,1,IN-PAR,Paradip Port,IN-AMD,Ahmedabad DC,Steel & Iron,HS-72,4,15324,COSCO Shipping,delivered,0.207,0,road,4.3
SHP-007314,2026-01-11,2026-02-12,2026-02-12,32,32,0,IN-MUN,Mundra Port,SG-SIN,Singapore,Steel & Iron,HS-72,4,15444,Evergreen Marine,delivered,0.149,0,multimodal,3.1
SHP-007315,2025-11-19,2025-12-28,2025-12-30,39,41,2,IN-HAZ,Hazira Port,TH-LCH,Laem Chabang,Medical Devices,HS-90,4,8148,Hapag-Lloyd,delivered,0.403,0,road,4.8
SHP-007316,2025-07-01,2025-07-21,2025-07-21,20,20,0,IN-KOL,Kolkata Port,KR-BUS,Busan,Pharmaceuticals,HS-30,15,15990,ONE (Ocean Network Express),delivered,0.284,0,multimodal,1.7
SHP-007317,2025-10-09,2025-10-17,2025-10-17,8,8,0,SG-SIN,Singapore,IN-AMD,Ahmedabad DC,Machinery,HS-84,2,7670,MSC,delayed,0.15,0,sea,2.9
SHP-007318,2025-12-21,2026-02-04,2026-02-05,45,46,1,IN-TUT,Tuticorin Port,US-LAX,Los Angeles,Agricultural Products,HS-10,2,8396,Hapag-Lloyd,delivered,0.308,0,multimodal,4.3
SHP-007319,2026-01-12,2026-02-08,2026-02-10,27,29,2,IN-BLR,Bangalore Hub (Whitefield),IN-KOL,Kolkata Port,Agricultural Products,HS-10,4,17716,Evergreen Marine,delivered,0.276,0,sea,2.2
SHP-007320,2025-04-26,2025-05-31,2025-05-31,35,35,0,SG-SIN,Singapore,IN-AMD,Ahmedabad DC,Steel & Iron,HS-72,2,6320,COSCO Shipping,delivered,0.34,0,multimodal,4.9
SHP-007321,2025-02-16,2025-02-19,2025-02-19,3,3,0,CN-SZX,Shenzhen,KR-BUS,Busan,Medical Devices,HS-90,3,3936,MSC,delivered,0.16,0,multimodal,2.1
SHP-007322,2025-11-22,2025-11-26,2025-11-26,4,4,0,US-NYC,New York/New Jersey,AE-DXB,Dubai (Jebel Ali),Plastics,HS-39,3,13173,COSCO Shipping,delivered,0.482,0,multimodal,4.8
SHP-007323,2025-05-06,2025-05-27,2025-05-27,21,21,0,IN-KOC,Kochi Port,IN-KOL,Kolkata Port,Food Products,HS-21,4,11152,Evergreen Marine,in_transit,0.463,0,rail,2.7
SHP-007324,2026-01-05,2026-02-06,2026-02-08,32,34,2,IN-HAZ,Hazira Port,LK-CMB,Colombo,Textiles & Garments,HS-62,4,14396,Maersk Line,delayed,0.087,0,sea,3.3
SHP-007325,2025-05-06,2025-05-14,2025-05-14,8,8,0,IN-MUM,Mumbai Warehouse (Bhiwandi),NL-RTM,Rotterdam,Automobile Parts,HS-87,8,17512,CMA CGM,delayed,0.296,0,sea,4.5
SHP-007326,2026-02-05,2026-02-27,2026-03-01,22,24,2,US-NYC,New York/New Jersey,IN-JNPT,Nhava Sheva (JNPT),Food Products,HS-21,2,5624,PIL (Pacific Int. Line),delivered,0.43,0,rail,3.0
SHP-007327,2025-04-24,2025-05-22,2025-05-22,28,28,0,AE-DXB,Dubai (Jebel Ali),IN-KOL,Kolkata Port,Automobile Parts,HS-87,1,1124,PIL (Pacific Int. Line),delayed,0.113,0,sea,3.9
SHP-007328,2025-04-01,2025-04-17,2025-04-22,16,21,5,IN-PAR,Paradip Port,US-LAX,Los Angeles,Machinery,HS-84,2,8898,CMA CGM,delivered,0.469,0,rail,3.3
SHP-007329,2025-10-20,2025-11-05,2025-11-07,16,18,2,US-NYC,New York/New Jersey,KR-BUS,Busan,Chemical Products,HS-38,3,5091,COSCO Shipping,delivered,0.21,0,sea,1.0
SHP-007330,2025-10-14,2025-11-14,2025-11-17,31,34,3,IN-JNPT,Nhava Sheva (JNPT),IN-PUN,Pune DC (Chakan),Automobile Parts,HS-87,3,11370,Maersk Line,delayed,0.47,0,multimodal,3.1
SHP-007331,2025-09-01,2025-09-08,2025-09-09,7,8,1,IN-MUM,Mumbai Warehouse (Bhiwandi),IN-CHN,Chennai Port,Electronics,HS-85,2,5244,Hapag-Lloyd,in_transit,0.113,0,multimodal,2.4
SHP-007332,2025-03-30,2025-04-26,2025-04-28,27,29,2,NL-RTM,Rotterdam,IN-TUT,Tuticorin Port,Plastics,HS-39,2,3082,Hapag-Lloyd,delivered,0.318,0,sea,4.3
SHP-007333,2025-08-25,2025-09-19,2025-09-24,25,30,5,IN-KND,Kandla Port,IN-GAU,Guwahati Warehouse,Machinery,HS-84,8,8064,ZIM Integrated Shipping,delivered,0.208,0,rail,1.6
SHP-007334,2025-11-04,2025-12-01,2025-12-02,27,28,1,IN-TUT,Tuticorin Port,AE-DXB,Dubai (Jebel Ali),Petroleum Products,HS-27,5,18140,ZIM Integrated Shipping,delivered,0.497,0,road,1.9
SHP-007335,2025-06-27,2025-08-06,2025-08-07,40,41,1,IN-CHN,Chennai Port,AE-DXB,Dubai (Jebel Ali),Plastics,HS-39,3,5964,CMA CGM,delivered,0.181,0,rail,4.8
SHP-007336,2026-03-21,2026-04-13,2026-04-25,23,35,12,IN-HYD,Hyderabad DC,CN-NGB,Ningbo,Plastics,HS-39,2,6778,CMA CGM,delivered,0.14,1,road,2.3
SHP-007337,2025-03-06,2025-03-09,2025-03-10,3,4,1,IN-CHN,Chennai Port,LK-CMB,Colombo,Electronics,HS-85,2,1896,ONE (Ocean Network Express),disrupted,0.3,0,road,1.9
SHP-007338,2025-12-17,2026-01-21,2026-01-22,35,36,1,US-NYC,New York/New Jersey,IN-HAZ,Hazira Port,Pharmaceuticals,HS-30,5,21750,Hapag-Lloyd,delayed,0.634,0,multimodal,3.4
SHP-007339,2025-07-16,2025-08-02,2025-08-04,17,19,2,IN-DEL,Delhi ICD (Tughlakabad),IN-TUT,Tuticorin Port,Steel & Iron,HS-72,2,7728,Hapag-Lloyd,delivered,0.25,0,rail,3.7
SHP-007340,2026-02-22,2026-04-06,2026-04-06,43,43,0,SG-SIN,Singapore,IN-KOC,Kochi Port,Petroleum Products,HS-27,10,32250,CMA CGM,delivered,0.032,0,rail,2.0
SHP-007341,2025-04-16,2025-05-07,2025-05-12,21,26,5,IN-DEL,Delhi ICD (Tughlakabad),IN-MUM,Mumbai Warehouse (Bhiwandi),Petroleum Products,HS-27,3,11700,Maersk Line,delayed,0.211,0,multimodal,3.5
SHP-007342,2025-08-21,2025-09-27,2025-09-27,37,37,0,KR-BUS,Busan,IN-AMD,Ahmedabad DC,Agricultural Products,HS-10,2,3674,Yang Ming,delivered,0.211,0,multimodal,3.5
SHP-007343,2025-02-23,2025-04-07,2025-04-07,43,43,0,IN-AMD,Ahmedabad DC,IN-MUM,Mumbai Warehouse (Bhiwandi),Machinery,HS-84,2,7696,COSCO Shipping,delivered,0.312,0,rail,0.6
SHP-007344,2025-05-31,2025-07-07,2025-07-09,37,39,2,IN-HAZ,Hazira Port,US-NYC,New York/New Jersey,Medical Devices,HS-90,2,5904,Evergreen Marine,delivered,0.189,0,road,0.9
SHP-007345,2025-10-01,2025-10-25,2025-10-26,24,25,1,IN-COK,Kochi Warehouse,CN-NGB,Ningbo,Electronics,HS-85,2,8404,ZIM Integrated Shipping,delayed,0.289,0,multimodal,2.1
SHP-007346,2026-01-15,2026-02-23,2026-02-23,39,39,0,TH-LCH,Laem Chabang,US-NYC,New York/New Jersey,Textiles & Garments,HS-62,15,58845,MSC,delivered,0.556,0,rail,2.0
SHP-007347,2025-01-31,2025-03-03,2025-03-15,31,43,12,LK-CMB,Colombo,IN-KOL,Kolkata Port,Machinery,HS-84,1,844,COSCO Shipping,delayed,0.209,1,multimodal,4.6
SHP-007348,2025-01-06,2025-01-17,2025-01-18,11,12,1,IN-MUN,Mundra Port,IN-TUT,Tuticorin Port,Pharmaceuticals,HS-30,2,2530,CMA CGM,delivered,0.323,0,multimodal,3.1
